date,id,parking,bathrooms,bedrooms,currency,price,seller,neighborhood,city,province,status,area,usage,story,planta,lift,pool,pozo,terraza,lobby,balcon,jacuzzi,gimnasio,price.usd
2022-02-10,/apartamentos-venta-mirador-norte/1268991/,2,NA,3,US$,351400,URBANET,Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,282,Residencial,NA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,351400
2022-02-10,/apartamentos-venta-mirador-norte/1268990/,2,NA,3,US$,251900,URBANET,Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,NA,Residencial,NA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,251900
2022-02-10,/apartamentos-venta-mirador-norte/1268989/,2,NA,3,US$,226200,URBANET,Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,NA,Residencial,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,226200
2022-02-10,/apartamentos-venta-mirador-norte/1268988/,2,NA,2,US$,185400,URBANET,Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,NA,Residencial,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,185400
2022-02-10,/apartamentos-venta-mirador-norte/1268985/,1,NA,1,US$,110200,URBANET,Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,NA,Residencial,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,110200
2022-02-10,/apartamentos-venta-mirador-norte/1265366/,1,1,1,US$,129000,URBANET,Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,NA,Residencial,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,129000
2022-02-10,/apartamentos-venta-mirador-norte/1265363/,1,3.5,2,US$,152000,URBANET,Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,NA,Residencial,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,152000
2022-02-10,/apartamentos-venta-mirador-norte/1264941/,2,NA,3,US$,206343,URBANET,Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,NA,Residencial,NA,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,206343
2022-02-10,/apartamentos-venta-mirador-norte/1264939/,2,2.5,3,US$,255720,URBANET,Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,220,Residencial,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,255720
2022-02-10,/apartamentos-venta-mirador-norte/1264937/,2,2.5,2,US$,148812,URBANET,Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,NA,Residencial,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,148812
2022-02-10,/apartamentos-venta-mirador-norte/1264936/,2,3.5,3,US$,227000,URBANET,Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,NA,Residencial,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,227000
2022-02-10,/apartamentos-venta-mirador-norte/1267746/,2,2.5,2,US$,178000,Inmobiliaria Grupal,Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo,Segundo Uso,139,Residencial,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,178000
2022-02-10,/apartamentos-venta-mirador-norte/1267754/,2,3.5,3,US$,215000,Inmobiliaria Grupal,Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo,Segundo Uso,181,Residencial,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,215000
2022-02-10,/apartamentos-venta-mirador-norte/1268908/,NA,NA,NA,US$,132000,Premium Real Estate,Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,NA,Residencial,NA,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,132000
2022-02-10,/apartamentos-venta-mirador-norte/1249434/,1,2.5,2,US$,148000,Premium Real Estate,Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,NA,Residencial,NA,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,148000
2022-02-10,/apartamentos-venta-mirador-norte/1263734/,2,3.5,3,US$,255000,Algonovo Real Estate,Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,166,Residencial,4,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,255000
2022-02-10,/apartamentos-venta-mirador-norte/1262952/,2,3.5,3,US$,206375,Algonovo Real Estate,Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,127,Residencial,3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,206375
2022-02-10,/apartamentos-venta-mirador-norte/1262947/,1,1.5,1,US$,109725,Algonovo Real Estate,Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,57,Residencial,3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,109725
2022-02-10,/apartamentos-venta-mirador-norte/1262317/,2,2.5,2,US$,175500,Algonovo Real Estate,Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,108,Residencial,3,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,175500
2022-02-10,/apartamentos-venta-mirador-norte/1267441/,3,3.5,3,US$,274600,Habitame Inmobiliaria,Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo,En Planos,164,Residencial,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,274600
2022-02-10,/apartamentos-venta-mirador-norte/1248033/,2,3,3,US$,227000,Inmobiliaria Grupal,Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,166,Residencial,3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,227000
2022-02-10,/apartamentos-venta-mirador-norte/1248911/,2,2,1,US$,122000,Inmobiliaria Grupal,Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,NA,Residencial,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,122000
2022-02-10,/apartamentos-venta-mirador-norte/1247233/,2,3,3,US$,195000,Inmobiliaria Grupal,Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,153,Residencial,5,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,195000
