date,id,parking,bathrooms,bedrooms,currency,price,seller,neighborhood,city,province,status,area,usage,story,planta,lift,pool,pozo,terraza,lobby,balcon,jacuzzi,gimnasio,price.usd
2022-03-21,/apartamentos-venta-el-millon/1273650/,1,2.5,2,US$,156450,Juriluz,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Nueva,110,Residencial,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,156450
2022-03-21,/apartamentos-venta-el-millon/1273637/,1,2.5,2,US$,121500,Juriluz,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Nueva,91,Residencial,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,121500
2022-03-21,/apartamentos-venta-el-millon/1273640/,2,2.5,3,RD$,8900000,Juriluz,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Nueva,220,Residencial,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,152136.75213675213
2022-03-21,/apartamentos-venta-el-millon/1273626/,2,2,3,US$,189000,Juriluz,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Nueva,229,Residencial,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,189000
2022-03-21,/apartamentos-venta-el-millon/1273390/,1,2.5,2,US$,121500,Juriluz,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Nueva,91,Residencial,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,121500
2022-03-21,/apartamentos-venta-el-millon/1273394/,NA,2,3,US$,189000,Juriluz,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Nueva,252,Residencial,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,189000
2022-03-21,/apartamentos-venta-el-millon/1272898/,2,2,3,US$,189000,Juriluz,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Nueva,252,Residencial,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,189000
2022-03-21,/apartamentos-venta-el-millon/1272279/,1,2.5,2,US$,121500,Juriluz,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Nueva,90,Residencial,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,121500
2022-03-21,/apartamentos-venta-el-millon/1271457/,2,5.5,6,RD$,8900000,Juriluz,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Nueva,220,Residencial,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,152136.75213675213
2022-03-21,/apartamentos-venta-el-millon/1264948/,2,2.5,3,US$,182143,URBANET,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,NA,Residencial,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,182143
2022-03-21,/apartamentos-venta-el-millon/1273228/,2,2.5,3,US$,188500,Plusval Puente Azul,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Segundo Uso,190,Residencial,2,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,188500
2022-03-21,/apartamentos-venta-el-millon/1271170/,2,2.5,3,US$,184500,Inmobiliaria e Inversiones Peguero & Asociados,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Nueva,140,Residencial,4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,184500
2022-03-21,/apartamentos-venta-el-millon/1270552/,2,2.5,3,US$,225000,Algonovo Real Estate,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Segundo Uso,187,Residencial,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,225000
2022-03-21,/apartamentos-venta-el-millon/1270108/,2,2.5,2,US$,125000,Inmobiliaria Inversión Segura RD ,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,76,Residencial,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,125000
2022-03-21,/apartamentos-venta-el-millon/1273866/,2,2.5,2,US$,151200,Maravila Properties,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Segundo Uso,120,Residencial,4,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,151200
2022-03-21,/apartamentos-venta-el-millon/1253624/,3,3.5,3,US$,365000,United Group DR,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Nueva,248,Residencial,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,365000
2022-03-21,/apartamentos-venta-el-millon/1253620/,NA,3.5,3,US$,325000,United Group DR,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Nueva,285,Residencial,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,325000
2022-03-21,/apartamentos-venta-el-millon/1273529/,2,2.5,3,US$,225000,Inmobiliaria Grupal,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Segundo Uso,187,Residencial,3,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,225000
2022-03-21,/apartamentos-venta-el-millon/1269126/,NA,NA,NA,US$,210000,Inmobiliaria Grupal,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Segundo Uso,NA,Residencial,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,210000
2022-03-21,/apartamentos-venta-el-millon/1273533/,1,2,3,US$,149000,Inmobiliaria Grupal,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Segundo Uso,163,Residencial,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,149000
2022-03-21,/apartamentos-venta-el-millon/1273509/,2,2.5,3,US$,225000,Inmobiliaria Grupal,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Segundo Uso,187,Residencial,3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,225000
2022-03-21,/apartamentos-venta-el-millon/1273495/,2,3.5,3,US$,195000000,Inmobiliaria Grupal,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Nueva,139,Residencial,4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,195000000
2022-03-21,/apartamentos-venta-el-millon/1273837/,2,2.5,2,US$,155000,Inmobiliaria Grupal,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Segundo Uso,110,Residencial,4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,155000
2022-03-21,/apartamentos-venta-el-millon/1273834/,2,3.5,3,US$,220000,Republic Real State,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Nueva,200,Residencial,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,220000
2022-03-21,/apartamentos-venta-el-millon/1273832/,2,2.5,3,US$,225000,Inmobiliaria Grupal,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Segundo Uso,187,Residencial,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,225000
2022-03-21,/apartamentos-venta-el-millon/1273828/,2,3.5,3,US$,240000,Tu Casa RD,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Nueva,160,Residencial,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,240000
2022-03-21,/apartamentos-venta-el-millon/1273820/,2,2,2,US$,149500,The Crestman Group ,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,93,Residencial,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,149500
2022-03-21,/apartamentos-venta-el-millon/1273508/,2,2.5,3,US$,225000,Inmobiliaria Grupal,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Segundo Uso,187,Residencial,3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,225000
2022-03-21,/apartamentos-venta-el-millon/1273220/,NA,2,3,US$,149000,Inmobiliaria Grupal,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Segundo Uso,NA,Residencial,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,149000
2022-03-21,/apartamentos-venta-el-millon/1270257/,NA,2.5,3,US$,190,Inmobiliaria Grupal,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Nueva,NA,Residencial,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,190
2022-03-21,/apartamentos-venta-el-millon/1250826/,2,2,2,US$,161140,Inmobiliaria Grupal,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,100,Residencial,2,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,161140
2022-03-21,/apartamentos-venta-el-millon/1250892/,2,2,3,US$,158800,Inmobiliaria Grupal,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,124,Residencial,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,158800
2022-03-21,/apartamentos-venta-el-millon/1266150/,2,2.5,3,US$,165000,Remax Plus,El Millon, Santo Domingo Centro (D.N.), Santo Domingo,Segundo Uso,144,Residencial,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,165000
