date,id,parking,bathrooms,bedrooms,currency,price,seller,neighborhood,city,province,status,area,usage,story,planta,lift,pool,pozo,terraza,lobby,balcon,jacuzzi,gimnasio,price.usd
2022-03-21,/apartamentos-venta-charles-de-gaulle/1270615/,1,2,3,RD$,3100000,Kw Gold,Charles de Gaulle, Santo Domingo Este, Santo Domingo,Segundo Uso,101,Residencial,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,52991.45299145299
2022-03-21,/apartamentos-venta-charles-de-gaulle/1273061/,1,2,3,US$,74500,Premium Real Estate,Charles de Gaulle, Santo Domingo Este, Santo Domingo,En Construcción,80,Residencial,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,74500
2022-03-21,/apartamentos-venta-charles-de-gaulle/1272570/,1,2,3,US$,74500,Premium Real Estate,Charles de Gaulle, Santo Domingo Este, Santo Domingo,En Construcción,NA,N/D,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,74500
2022-03-21,/apartamentos-venta-charles-de-gaulle/1272303/,1,2,3,US$,74500,Premium Real Estate,Charles de Gaulle, Santo Domingo Este, Santo Domingo,En Construcción,NA,N/D,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74500
2022-03-21,/apartamentos-venta-charles-de-gaulle/1272146/,1,2,3,US$,75500,Premium Real Estate,Charles de Gaulle, Santo Domingo Este, Santo Domingo,En Construcción,80,Residencial,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,75500
2022-03-21,/apartamentos-venta-charles-de-gaulle/1272635/,1,2,3,US$,74500,Premium Real Estate,Charles de Gaulle, Santo Domingo Este, Santo Domingo,En Planos,80,Residencial,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,74500
2022-03-21,/apartamentos-venta-charles-de-gaulle/1273254/,1,1,2,US$,107000,Mr. Home Asesores Inmobiliarios,Charles de Gaulle, Santo Domingo Este, Santo Domingo,NA,76,Residencial,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,107000
2022-03-21,/apartamentos-venta-charles-de-gaulle/1270531/,1,1,2,US$,110000,Hogarium Real Estate,Charles de Gaulle, Santo Domingo Este, Santo Domingo,Segundo Uso,76,Residencial,10,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,110000
2022-03-21,/apartamentos-venta-charles-de-gaulle/1267219/,1,2.5,3,RD$,4200000,Centro Juridico Dra. Angela Rojas,Charles de Gaulle, Santo Domingo Este, Santo Domingo,Segundo Uso,140,Residencial,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71794.8717948718
2022-03-21,/apartamentos-venta-charles-de-gaulle/1272190/,1,2,3,US$,74500,Premium Real Estate,Charles de Gaulle, Santo Domingo Este, Santo Domingo,En Construcción,80,Residencial,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,74500
